Date,Plant_ID,Plant_Name,Machine_ID,Machine_Type,Product_Line,Shift,Production_Units,Production_Value,Target_Production,Availability,Performance,Quality_Rate,OEE
29-01-2023,P05,Delhi,M018,Lathe,Engine Parts,Night,1030,360500,1023,79,81,96,53
29-01-2023,P05,Delhi,M019,Press,Brakes,Night,878,340664,1029,83,83,98,57.42
29-01-2023,P05,Delhi,M020,Welder,Exhaust,Night,1217,430818,1192,79,78,96,54.44
29-01-2023,P05,Delhi,M021,Welder,Suspension,Morning,738,279702,817,88,94,98,80.51
29-01-2023,P05,Delhi,M022,Milling,Suspension,Morning,889,370713,869,90,92,96,72.18
29-01-2023,P05,Delhi,M023,Grinder,Exhaust,Morning,969,377910,1011,89,92,97,73.52
29-01-2023,P05,Delhi,M024,Press,Chassis,Morning,1061,371350,1031,90,85,99,66.62
29-01-2023,P05,Delhi,M025,Lathe,Engine Parts,Morning,720,285840,839,88,94,99,65.74
30-01-2023,P01,Pune,M001,Milling,Suspension,Night,846,302022,886,79,81,97,59.51
30-01-2023,P01,Pune,M002,Drill,Transmission,Morning,908,381360,1021,96,88,96,78.76
30-01-2023,P01,Pune,M003,Welder,Transmission,Night,978,382398,1074,82,89,96,57.41
30-01-2023,P01,Pune,M004,Lathe,Engine Parts,Night,1163,412865,1178,77,82,98,57.4
30-01-2023,P01,Pune,M005,Milling,Chassis,Night,574,218694,958,84,87,98,52.78
30-01-2023,P01,Pune,M006,Welder,Transmission,Morning,1139,443071,1198,90,88,96,66.92
30-01-2023,P01,Pune,M007,Welder,Transmission,Morning,930,367350,913,96,93,99,85.07
30-01-2023,P01,Pune,M008,Press,Exhaust,Morning,833,306544,824,91,93,96,77.15
30-01-2023,P01,Pune,M009,Welder,Engine Parts,Night,850,323850,857,79,87,98,58.62
30-01-2023,P01,Pune,M010,Press,Suspension,Night,825,295350,850,88,81,97,64.99
30-01-2023,P01,Pune,M011,Welder,Exhaust,Morning,966,346794,980,92,85,98,73.26
30-01-2023,P01,Pune,M012,Press,Chassis,Night,944,393648,1051,80,87,97,55.74
30-01-2023,P01,Pune,M013,Milling,Exhaust,Morning,995,352230,1119,93,93,98,77.48
30-01-2023,P01,Pune,M014,Welder,Chassis,Morning,904,316400,917,92,95,97,79.44
30-01-2023,P01,Pune,M015,Welder,Engine Parts,Night,1042,434514,1034,75,91,96,56.56
30-01-2023,P01,Pune,M016,Press,Transmission,Morning,872,314792,916,89,87,99,67.42
30-01-2023,P01,Pune,M017,CNC,Suspension,Morning,1065,395115,1094,91,92,97,65.15
30-01-2023,P01,Pune,M018,CNC,Brakes,Night,709,297780,806,75,88,98,59.44
30-01-2023,P01,Pune,M019,Drill,Brakes,Night,1041,366432,1121,77,90,98,60.17
30-01-2023,P01,Pune,M020,Lathe,Engine Parts,Night,959,365379,958,76,86,95,58.97
30-01-2023,P01,Pune,M021,Press,Chassis,Morning,935,338470,1072,98,91,97,71.56
30-01-2023,P01,Pune,M022,Grinder,Transmission,Morning,978,349146,1111,85,94,96,68.76
30-01-2023,P01,Pune,M023,Press,Engine Parts,Morning,939,330528,1038,90,88,96,68.27
30-01-2023,P01,Pune,M024,CNC,Exhaust,Morning,1122,461142,1129,92,95,97,80.15
30-01-2023,P01,Pune,M025,Drill,Brakes,Night,1075,435375,1067,87,84,97,61.69
30-01-2023,P02,Chennai,M001,Milling,Transmission,Night,1207,462281,1156,85,79,97,59.13
30-01-2023,P02,Chennai,M002,Welder,Suspension,Morning,880,315920,976,94,93,97,85.22
30-01-2023,P02,Chennai,M003,Press,Brakes,Night,694,274824,811,81,88,95,58.22
30-01-2023,P02,Chennai,M004,Milling,Brakes,Night,800,293600,824,79,86,97,53.65
30-01-2023,P02,Chennai,M005,CNC,Chassis,Night,1197,448875,1187,80,78,95,52.6
30-01-2023,P02,Chennai,M006,Press,Brakes,Night,896,370048,906,80,84,95,55.89
30-01-2023,P02,Chennai,M007,Drill,Exhaust,Night,1103,408110,1159,85,89,97,72.01
30-01-2023,P02,Chennai,M008,Lathe,Suspension,Night,957,399069,1120,78,83,95,58.58
30-01-2023,P02,Chennai,M009,Grinder,Brakes,Night,1043,371308,1051,82,80,98,54.66
30-01-2023,P02,Chennai,M010,Welder,Brakes,Night,856,350104,934,89,87,98,63.57
30-01-2023,P02,Chennai,M011,Press,Engine Parts,Morning,920,369840,894,89,93,99,72.52
30-01-2023,P02,Chennai,M012,CNC,Brakes,Morning,996,392424,965,98,95,96,83.27
30-01-2023,P02,Chennai,M013,Grinder,Engine Parts,Night,952,356048,1092,79,83,97,53.23
30-01-2023,P02,Chennai,M014,Drill,Brakes,Morning,1101,398562,1100,88,95,98,69.25
30-01-2023,P02,Chennai,M015,Lathe,Exhaust,Morning,963,366903,994,96,93,99,76.55
30-01-2023,P02,Chennai,M016,Press,Transmission,Morning,1014,415740,1166,85,87,99,64.3
30-01-2023,P02,Chennai,M017,CNC,Transmission,Night,1152,433152,1200,77,89,98,56.25
30-01-2023,P02,Chennai,M018,Milling,Exhaust,Morning,985,387105,986,93,92,97,80.18
30-01-2023,P02,Chennai,M019,Milling,Transmission,Night,798,312816,887,78,85,98,54.73
30-01-2023,P02,Chennai,M020,Drill,Transmission,Night,804,319992,919,80,85,97,56.92
30-01-2023,P02,Chennai,M021,Lathe,Suspension,Night,854,322812,836,82,89,97,65.77
30-01-2023,P02,Chennai,M022,Press,Brakes,Morning,1005,393960,1150,85,89,98,67.49
30-01-2023,P02,Chennai,M023,Press,Transmission,Morning,921,378531,904,90,90,96,68.81
30-01-2023,P02,Chennai,M024,Grinder,Chassis,Morning,1171,434441,1150,97,85,96,73.37
30-01-2023,P02,Chennai,M025,Drill,Engine Parts,Night,1122,438702,1112,85,79,97,54.12
30-01-2023,P03,Gurgaon,M001,Press,Chassis,Night,871,325754,956,78,89,96,62.54
30-01-2023,P03,Gurgaon,M002,Press,Transmission,Morning,876,342516,909,93,96,97,81.17
30-01-2023,P03,Gurgaon,M003,Welder,Engine Parts,Morning,919,344625,1006,87,97,98,77.24
30-01-2023,P03,Gurgaon,M004,Grinder,Brakes,Night,1103,434582,1074,84,81,95,63.87
30-01-2023,P03,Gurgaon,M005,Welder,Engine Parts,Morning,924,355740,946,85,87,96,69.91
30-01-2023,P03,Gurgaon,M006,Drill,Chassis,Night,960,357120,995,78,83,95,56.69
30-01-2023,P03,Gurgaon,M007,Press,Chassis,Night,707,291991,829,79,82,95,55.65
30-01-2023,P03,Gurgaon,M008,Milling,Chassis,Night,1040,395200,1129,89,83,98,70.12
30-01-2023,P03,Gurgaon,M009,Drill,Suspension,Night,880,369600,1011,82,92,96,65.48
30-01-2023,P03,Gurgaon,M010,Grinder,Exhaust,Morning,1123,404280,1187,95,92,99,72.51
30-01-2023,P03,Gurgaon,M011,Drill,Transmission,Night,1137,444567,1084,85,82,97,65.01
30-01-2023,P03,Gurgaon,M012,Press,Suspension,Night,932,351364,1083,90,92,95,68.84
30-01-2023,P03,Gurgaon,M013,Lathe,Suspension,Night,912,375744,994,88,90,98,69.49
30-01-2023,P03,Gurgaon,M014,Grinder,Chassis,Morning,1096,430728,1155,88,88,97,73.68
30-01-2023,P03,Gurgaon,M015,Lathe,Transmission,Morning,1023,359073,1173,94,85,98,68.91
30-01-2023,P03,Gurgaon,M016,Lathe,Chassis,Night,968,345576,1132,86,89,95,66.62
30-01-2023,P03,Gurgaon,M017,Grinder,Brakes,Night,889,369824,1007,78,92,95,61.75
30-01-2023,P03,Gurgaon,M018,Press,Transmission,Night,886,365918,853,78,88,97,62.03
30-01-2023,P03,Gurgaon,M019,Grinder,Exhaust,Morning,824,342784,969,91,95,98,82.35
30-01-2023,P03,Gurgaon,M020,Welder,Brakes,Morning,914,335438,997,98,93,96,83.94
30-01-2023,P03,Gurgaon,M021,Drill,Chassis,Night,974,393496,1090,84,89,95,65.47
30-01-2023,P03,Gurgaon,M022,Welder,Brakes,Morning,905,342090,913,97,96,96,80.86
30-01-2023,P03,Gurgaon,M023,Welder,Exhaust,Night,965,391790,976,88,90,95,66.41
30-01-2023,P03,Gurgaon,M024,Drill,Engine Parts,Night,852,315240,882,90,88,96,67.97
30-01-2023,P03,Gurgaon,M025,Press,Transmission,Morning,888,319680,892,88,89,96,66.03
30-01-2023,P04,Bengaluru,M001,Press,Engine Parts,Night,854,332206,930,90,89,97,66.85
30-01-2023,P04,Bengaluru,M002,CNC,Brakes,Morning,870,347130,839,91,85,98,64.63
30-01-2023,P04,Bengaluru,M003,Welder,Exhaust,Morning,1046,389112,1136,96,95,99,83.88
30-01-2023,P04,Bengaluru,M004,Press,Suspension,Morning,1047,366450,1051,94,92,96,69.53
30-01-2023,P04,Bengaluru,M005,Welder,Exhaust,Night,859,340164,946,79,83,95,60.65
30-01-2023,P04,Bengaluru,M006,CNC,Brakes,Morning,840,330120,974,94,86,97,71.15
30-01-2023,P04,Bengaluru,M007,Drill,Transmission,Night,789,280884,886,84,85,97,62.44
30-01-2023,P04,Bengaluru,M008,Lathe,Exhaust,Night,899,358701,1056,78,87,98,58.19
30-01-2023,P04,Bengaluru,M009,Drill,Transmission,Morning,1015,361340,1190,95,92,96,79.8
30-01-2023,P04,Bengaluru,M010,Welder,Exhaust,Night,934,362392,999,88,90,95,71.08
30-01-2023,P04,Bengaluru,M011,Milling,Suspension,Night,858,305448,900,84,80,96,53.8
30-01-2023,P04,Bengaluru,M012,Grinder,Chassis,Morning,1100,415800,1135,90,96,99,74.82
30-01-2023,P04,Bengaluru,M013,Grinder,Engine Parts,Night,1022,388360,985,83,85,97,65.38
30-01-2023,P04,Bengaluru,M014,CNC,Transmission,Night,880,339680,886,80,83,98,64.27
30-01-2023,P04,Bengaluru,M015,Lathe,Brakes,Morning,1053,401193,1118,89,88,99,78.62
30-01-2023,P04,Bengaluru,M016,Lathe,Engine Parts,Night,1050,401100,1069,89,78,95,64.03
30-01-2023,P04,Bengaluru,M017,Lathe,Engine Parts,Morning,762,291846,850,92,90,98,65.92
30-01-2023,P04,Bengaluru,M018,Milling,Suspension,Morning,1038,426618,1082,97,89,99,75.58
30-01-2023,P04,Bengaluru,M019,Press,Engine Parts,Morning,987,366177,1113,91,97,97,78.13
30-01-2023,P04,Bengaluru,M020,CNC,Exhaust,Morning,929,381819,905,87,87,96,63.28
30-01-2023,P04,Bengaluru,M021,Drill,Engine Parts,Night,968,404624,975,84,80,96,60.48
30-01-2023,P04,Bengaluru,M022,Lathe,Engine Parts,Night,823,337430,823,86,80,95,62.68
30-01-2023,P04,Bengaluru,M023,Press,Exhaust,Morning,756,264600,850,86,90,97,72.81
30-01-2023,P04,Bengaluru,M024,Press,Transmission,Morning,1070,436560,1131,89,95,96,75.05
30-01-2023,P04,Bengaluru,M025,Lathe,Exhaust,Morning,851,319125,893,94,90,99,77.51
30-01-2023,P05,Delhi,M001,Grinder,Transmission,Night,818,290390,933,75,91,97,58.04
30-01-2023,P05,Delhi,M002,Drill,Suspension,Morning,991,411265,1044,94,91,98,74.44
30-01-2023,P05,Delhi,M003,Lathe,Engine Parts,Morning,1049,416453,1128,91,87,99,72.59
30-01-2023,P05,Delhi,M004,Drill,Exhaust,Night,841,302760,940,83,80,98,55.32
30-01-2023,P05,Delhi,M005,Drill,Transmission,Morning,773,318476,862,91,94,99,74.48
30-01-2023,P05,Delhi,M006,Milling,Chassis,Night,1016,376936,1191,85,89,95,61.62
30-01-2023,P05,Delhi,M007,Grinder,Engine Parts,Night,972,368388,1043,85,86,97,62.84
30-01-2023,P05,Delhi,M008,Grinder,Brakes,Night,1031,384563,1125,81,87,95,64.73
30-01-2023,P05,Delhi,M009,CNC,Chassis,Night,701,247453,821,84,91,95,58.65
30-01-2023,P05,Delhi,M010,Grinder,Engine Parts,Morning,780,294060,895,94,94,99,86.23
30-01-2023,P05,Delhi,M011,Milling,Exhaust,Morning,995,375115,1015,92,88,97,62.57
30-01-2023,P05,Delhi,M012,CNC,Chassis,Night,1076,448692,1045,87,87,97,67.59
30-01-2023,P05,Delhi,M013,Milling,Exhaust,Night,817,294120,833,89,81,97,64.75
30-01-2023,P05,Delhi,M014,Milling,Suspension,Morning,1014,384306,1028,96,96,96,87.42
30-01-2023,P05,Delhi,M015,Grinder,Exhaust,Morning,1040,422240,1070,91,86,97,72.93
30-01-2023,P05,Delhi,M016,CNC,Engine Parts,Night,1082,447948,1118,85,88,97,65.29
30-01-2023,P05,Delhi,M017,Grinder,Suspension,Morning,894,315582,943,88,96,99,78.57
30-01-2023,P05,Delhi,M018,Lathe,Engine Parts,Night,953,338315,981,83,79,97,58.7
30-01-2023,P05,Delhi,M019,Press,Engine Parts,Morning,987,388878,972,87,91,99,72.88
30-01-2023,P05,Delhi,M020,Welder,Suspension,Morning,763,285362,803,85,92,98,77.7
30-01-2023,P05,Delhi,M021,Welder,Exhaust,Morning,984,360144,1083,90,86,99,66.67
30-01-2023,P05,Delhi,M022,Milling,Chassis,Night,817,298205,942,90,81,96,64.7
30-01-2023,P05,Delhi,M023,Grinder,Chassis,Morning,975,408525,978,90,97,97,73.81
30-01-2023,P05,Delhi,M024,Press,Chassis,Morning,968,352352,1130,85,86,98,62.61
30-01-2023,P05,Delhi,M025,Lathe,Brakes,Night,1154,439674,1145,90,82,95,57.55
31-01-2023,P01,Pune,M001,Milling,Engine Parts,Night,1149,444663,1159,84,84,98,63.02
31-01-2023,P01,Pune,M002,Drill,Brakes,Night,848,323936,905,75,84,97,57.1
31-01-2023,P01,Pune,M003,Welder,Brakes,Night,946,397320,1066,83,82,96,57.27
31-01-2023,P01,Pune,M004,Lathe,Suspension,Night,1047,409377,1197,89,91,96,70.78
31-01-2023,P01,Pune,M005,Milling,Exhaust,Morning,666,261072,1110,97,95,97,63.61
31-01-2023,P01,Pune,M006,Welder,Exhaust,Night,1042,434514,1127,87,84,98,66.62
31-01-2023,P01,Pune,M007,Welder,Transmission,Morning,1057,401660,1088,91,91,97,73.92
31-01-2023,P01,Pune,M008,Press,Exhaust,Night,975,351000,1101,75,79,95,52.86
31-01-2023,P01,Pune,M009,Welder,Chassis,Night,915,360510,938,89,92,98,75.44
31-01-2023,P01,Pune,M010,Press,Engine Parts,Night,902,318406,921,77,92,96,65.03
31-01-2023,P01,Pune,M011,Welder,Exhaust,Night,831,309963,827,78,79,98,56.31
31-01-2023,P01,Pune,M012,Press,Chassis,Night,1142,439670,1154,90,82,95,62.45
31-01-2023,P01,Pune,M013,Milling,Exhaust,Night,1108,422148,1141,89,84,95,66.87
31-01-2023,P01,Pune,M014,Welder,Transmission,Morning,1001,395395,1062,92,87,97,78.14
31-01-2023,P01,Pune,M015,Welder,Transmission,Night,794,280282,895,81,80,98,62.85
31-01-2023,P01,Pune,M016,Press,Exhaust,Night,982,363340,950,84,78,96,53.09
31-01-2023,P01,Pune,M017,CNC,Brakes,Morning,1036,383320,1107,87,93,99,68.29
31-01-2023,P01,Pune,M018,CNC,Exhaust,Morning,894,349554,1005,94,97,96,73.17
31-01-2023,P01,Pune,M019,Drill,Chassis,Morning,832,334464,904,94,88,96,72.95
31-01-2023,P01,Pune,M020,Lathe,Transmission,Night,863,342611,856,88,86,95,64.02
31-01-2023,P01,Pune,M021,Press,Engine Parts,Night,860,349160,904,78,80,98,53.29
31-01-2023,P01,Pune,M022,Grinder,Exhaust,Night,773,300697,909,90,84,97,65.91
31-01-2023,P01,Pune,M023,Press,Engine Parts,Night,1116,448632,1077,81,86,98,65.89
31-01-2023,P01,Pune,M024,CNC,Brakes,Night,932,390508,896,83,79,97,53.59
31-01-2023,P01,Pune,M025,Drill,Engine Parts,Morning,1026,409374,1075,85,93,98,69.94
31-01-2023,P02,Chennai,M001,Milling,Suspension,Morning,910,357630,999,90,94,98,79.62
31-01-2023,P02,Chennai,M002,Welder,Transmission,Night,736,278944,863,79,84,97,57.11
31-01-2023,P02,Chennai,M003,Press,Suspension,Night,865,344270,1008,87,92,98,72
31-01-2023,P02,Chennai,M004,Milling,Chassis,Morning,898,324178,935,91,95,98,76.24
31-01-2023,P02,Chennai,M005,CNC,Brakes,Morning,842,306488,901,98,93,97,79.26
31-01-2023,P02,Chennai,M006,Press,Transmission,Night,909,360873,955,77,91,98,60.37
31-01-2023,P02,Chennai,M007,Drill,Engine Parts,Night,781,277255,893,81,83,98,59.12
31-01-2023,P02,Chennai,M008,Lathe,Engine Parts,Night,865,348595,973,84,81,98,61.01
31-01-2023,P02,Chennai,M009,Grinder,Engine Parts,Morning,809,284768,845,88,96,98,77.36
31-01-2023,P02,Chennai,M010,Welder,Chassis,Morning,940,380700,927,86,97,98,69.84
31-01-2023,P02,Chennai,M011,Press,Transmission,Night,877,338522,956,75,81,97,57.61
31-01-2023,P02,Chennai,M012,CNC,Suspension,Night,774,311148,890,88,78,96,60.36
31-01-2023,P02,Chennai,M013,Grinder,Brakes,Night,872,349672,961,81,90,95,63.71
31-01-2023,P02,Chennai,M014,Drill,Engine Parts,Night,792,318384,822,87,92,97,71.53
31-01-2023,P02,Chennai,M015,Lathe,Suspension,Morning,906,364212,880,90,91,99,80.33
31-01-2023,P02,Chennai,M016,Press,Suspension,Night,962,337662,1023,84,91,96,64.13
31-01-2023,P02,Chennai,M017,CNC,Suspension,Night,948,375408,985,76,81,95,51.88
31-01-2023,P02,Chennai,M018,Milling,Brakes,Morning,916,359988,1028,93,89,99,77.23
31-01-2023,P02,Chennai,M019,Milling,Brakes,Morning,807,324414,838,85,92,98,73.27
31-01-2023,P02,Chennai,M020,Drill,Exhaust,Night,870,347130,907,83,89,97,61.88
31-01-2023,P02,Chennai,M021,Lathe,Engine Parts,Morning,786,301824,864,90,92,98,69.16
31-01-2023,P02,Chennai,M022,Press,Transmission,Morning,1166,434918,1139,91,89,97,73.48
31-01-2023,P02,Chennai,M023,Press,Suspension,Morning,902,366212,887,88,95,99,76.9
31-01-2023,P02,Chennai,M024,Grinder,Exhaust,Night,933,347076,1046,89,79,98,61.6
31-01-2023,P02,Chennai,M025,Drill,Transmission,Night,889,354711,1006,87,87,96,62.27
31-01-2023,P03,Gurgaon,M001,Press,Engine Parts,Morning,948,336540,956,93,85,97,66.88
31-01-2023,P03,Gurgaon,M002,Press,Transmission,Night,1026,404244,1180,82,91,96,68.45
31-01-2023,P03,Gurgaon,M003,Welder,Suspension,Night,873,366660,870,80,86,95,53.7
31-01-2023,P03,Gurgaon,M004,Grinder,Suspension,Night,1058,376648,1106,86,89,98,76.03
31-01-2023,P03,Gurgaon,M005,Welder,Transmission,Morning,991,413247,992,89,92,98,71
31-01-2023,P03,Gurgaon,M006,Drill,Engine Parts,Night,889,363601,937,78,84,98,60.13
31-01-2023,P03,Gurgaon,M007,Press,Transmission,Night,903,341334,946,84,83,96,58.74
31-01-2023,P03,Gurgaon,M008,Milling,Brakes,Morning,767,286858,868,88,85,96,67.72
31-01-2023,P03,Gurgaon,M009,Drill,Engine Parts,Night,897,341757,993,79,82,98,60.09
31-01-2023,P03,Gurgaon,M010,Grinder,Brakes,Morning,1110,399600,1156,86,97,99,69.25
31-01-2023,P03,Gurgaon,M011,Drill,Engine Parts,Morning,995,400985,1146,85,93,98,66.14
31-01-2023,P03,Gurgaon,M012,Press,Suspension,Night,731,279242,857,85,91,98,70.31
31-01-2023,P03,Gurgaon,M013,Lathe,Engine Parts,Night,1132,424500,1081,83,81,96,58.68
31-01-2023,P03,Gurgaon,M014,Grinder,Chassis,Morning,1006,361154,1035,92,89,98,67.97
31-01-2023,P03,Gurgaon,M015,Lathe,Suspension,Morning,1055,380855,1024,85,95,98,70.69
31-01-2023,P03,Gurgaon,M016,Lathe,Exhaust,Night,1111,449955,1160,81,91,96,58.78
31-01-2023,P03,Gurgaon,M017,Grinder,Engine Parts,Morning,799,309213,853,89,90,98,71.35
31-01-2023,P03,Gurgaon,M018,Press,Exhaust,Morning,1011,408444,1041,87,94,98,74.71
31-01-2023,P03,Gurgaon,M019,Grinder,Engine Parts,Morning,1056,409728,1062,89,93,96,68.49
31-01-2023,P03,Gurgaon,M020,Welder,Transmission,Night,842,334274,806,82,92,97,63.98
31-01-2023,P03,Gurgaon,M021,Drill,Transmission,Night,1219,433964,1191,79,88,97,60.08
31-01-2023,P03,Gurgaon,M022,Welder,Engine Parts,Morning,938,334866,917,89,85,99,65.24
31-01-2023,P03,Gurgaon,M023,Welder,Engine Parts,Morning,750,284250,838,87,89,96,73.81
31-01-2023,P03,Gurgaon,M024,Drill,Transmission,Night,1088,406912,1083,83,92,97,65.45
31-01-2023,P03,Gurgaon,M025,Press,Brakes,Night,992,374976,1090,75,79,95,46.62
31-01-2023,P04,Bengaluru,M001,Press,Exhaust,Morning,1097,401502,1155,88,91,97,68.85
31-01-2023,P04,Bengaluru,M002,CNC,Engine Parts,Night,974,393496,932,79,80,95,56.54
31-01-2023,P04,Bengaluru,M003,Welder,Chassis,Morning,1052,432372,1112,88,97,96,76.98
31-01-2023,P04,Bengaluru,M004,Press,Engine Parts,Morning,1179,419724,1194,94,89,96,73.05
31-01-2023,P04,Bengaluru,M005,Welder,Exhaust,Morning,936,372528,1011,97,88,97,70.41
31-01-2023,P04,Bengaluru,M006,CNC,Suspension,Night,855,358245,833,79,82,98,60.69
31-01-2023,P04,Bengaluru,M007,Drill,Suspension,Morning,811,302503,926,91,94,96,74.96
31-01-2023,P04,Bengaluru,M008,Lathe,Transmission,Morning,879,309408,929,88,85,96,68.2
31-01-2023,P04,Bengaluru,M009,Drill,Engine Parts,Morning,808,321584,878,95,95,99,80.03
31-01-2023,P04,Bengaluru,M010,Welder,Chassis,Morning,1016,362712,1062,91,89,97,69.51
31-01-2023,P04,Bengaluru,M011,Milling,Transmission,Morning,964,383672,974,98,97,98,85.2
31-01-2023,P04,Bengaluru,M012,Grinder,Transmission,Night,1191,427569,1179,75,85,96,49.31
31-01-2023,P04,Bengaluru,M013,Grinder,Exhaust,Night,1057,384748,1134,89,92,98,69.94
31-01-2023,P04,Bengaluru,M014,CNC,Chassis,Night,836,336908,806,75,91,95,59.19
31-01-2023,P04,Bengaluru,M015,Lathe,Chassis,Night,742,261184,851,88,83,97,66.38
31-01-2023,P04,Bengaluru,M016,Lathe,Suspension,Night,1058,380880,1014,82,84,97,56.71
31-01-2023,P04,Bengaluru,M017,Lathe,Engine Parts,Night,1183,450723,1146,78,91,96,59.83
31-01-2023,P04,Bengaluru,M018,Milling,Exhaust,Morning,1017,370188,1016,94,87,96,70.68
31-01-2023,P04,Bengaluru,M019,Press,Suspension,Night,740,265660,827,78,88,95,65.73
31-01-2023,P04,Bengaluru,M020,CNC,Suspension,Night,1064,392616,1094,85,85,98,60.5
31-01-2023,P04,Bengaluru,M021,Drill,Transmission,Night,1100,453200,1073,75,79,97,52.67
31-01-2023,P04,Bengaluru,M022,Lathe,Brakes,Morning,830,291330,843,93,86,96,71.49
31-01-2023,P04,Bengaluru,M023,Press,Chassis,Night,1027,424151,1005,85,91,97,66.57
31-01-2023,P04,Bengaluru,M024,Press,Chassis,Morning,1138,418784,1175,85,92,98,68.13
31-01-2023,P04,Bengaluru,M025,Lathe,Engine Parts,Night,1078,407484,1151,89,89,95,71.69
31-01-2023,P05,Delhi,M001,Grinder,Transmission,Morning,899,317347,879,88,93,97,77.64
31-01-2023,P05,Delhi,M002,Drill,Brakes,Night,1066,401882,1148,85,80,96,58.1
31-01-2023,P05,Delhi,M003,Lathe,Suspension,Morning,1031,364974,1190,91,85,99,69.12
31-01-2023,P05,Delhi,M004,Drill,Engine Parts,Night,953,359281,988,79,88,97,61.93
31-01-2023,P05,Delhi,M005,Drill,Engine Parts,Night,841,322944,869,82,79,98,61.87
31-01-2023,P05,Delhi,M006,Milling,Brakes,Night,849,341298,989,87,92,97,66.87
31-01-2023,P05,Delhi,M007,Grinder,Chassis,Morning,714,286314,815,89,96,96,70.37
31-01-2023,P05,Delhi,M008,Grinder,Suspension,Night,1139,447627,1167,81,89,98,68.05
31-01-2023,P05,Delhi,M009,CNC,Suspension,Night,927,324450,918,81,91,97,63.01
31-01-2023,P05,Delhi,M010,Grinder,Exhaust,Night,814,317460,937,77,79,98,57.87
31-01-2023,P05,Delhi,M011,Milling,Transmission,Morning,775,320075,816,94,92,97,70.9
31-01-2023,P05,Delhi,M012,CNC,Brakes,Night,1033,364649,1185,75,91,97,60.59
31-01-2023,P05,Delhi,M013,Milling,Engine Parts,Morning,1048,369944,1087,97,93,96,84.42
31-01-2023,P05,Delhi,M014,Milling,Suspension,Morning,824,335368,827,98,97,96,91.21
31-01-2023,P05,Delhi,M015,Grinder,Engine Parts,Night,731,288014,849,89,85,96,69.96
31-01-2023,P05,Delhi,M016,CNC,Exhaust,Night,1138,446096,1181,78,90,95,57.96
31-01-2023,P05,Delhi,M017,Grinder,Chassis,Morning,1055,416725,1103,87,85,98,66.3
31-01-2023,P05,Delhi,M018,Lathe,Brakes,Night,1034,373274,988,82,92,98,73.58
31-01-2023,P05,Delhi,M019,Press,Suspension,Night,1147,419802,1167,89,78,96,55.56
31-01-2023,P05,Delhi,M020,Welder,Exhaust,Morning,1115,467185,1107,95,92,99,76.98
31-01-2023,P05,Delhi,M021,Welder,Exhaust,Night,1041,413277,1113,89,82,97,63.92
31-01-2023,P05,Delhi,M022,Milling,Suspension,Night,901,330667,1020,90,80,95,59.98
31-01-2023,P05,Delhi,M023,Grinder,Exhaust,Morning,863,361597,950,96,91,96,79
31-01-2023,P05,Delhi,M024,Press,Brakes,Night,769,277609,801,79,78,95,51.92
31-01-2023,P05,Delhi,M025,Lathe,Transmission,Night,783,297540,911,87,83,95,67.13
01-02-2023,P01,Pune,M001,Milling,Engine Parts,Morning,1157,452387,1187,87,93,96,66.03
01-02-2023,P01,Pune,M002,Drill,Engine Parts,Morning,1053,401193,1027,87,87,98,66.65
01-02-2023,P01,Pune,M003,Welder,Suspension,Night,1063,422011,1066,75,83,95,56.6
01-02-2023,P01,Pune,M004,Lathe,Chassis,Night,824,328776,813,84,90,96,60.2
01-02-2023,P01,Pune,M005,Milling,Chassis,Night,604,252472,1007,77,83,98,45.92
01-02-2023,P01,Pune,M006,Welder,Transmission,Morning,1175,433575,1174,87,93,99,77.56
01-02-2023,P01,Pune,M007,Welder,Chassis,Night,1158,427302,1120,88,78,95,56.82
01-02-2023,P01,Pune,M008,Press,Suspension,Night,794,285840,878,79,85,95,55.28
01-02-2023,P01,Pune,M009,Welder,Chassis,Morning,965,362840,1131,86,89,96,71.36
01-02-2023,P01,Pune,M010,Press,Exhaust,Night,1048,440160,1122,75,87,96,51.25
01-02-2023,P01,Pune,M011,Welder,Engine Parts,Morning,825,327525,910,93,85,99,71.48
01-02-2023,P01,Pune,M012,Press,Brakes,Morning,1072,383776,1062,96,90,99,74.24
01-02-2023,P01,Pune,M013,Milling,Exhaust,Morning,1116,411804,1171,91,95,97,82.46
01-02-2023,P01,Pune,M014,Welder,Engine Parts,Morning,978,402936,943,98,85,99,75.12
